gene	chrom	strand	cds_start0	cds_end	cds_span	cds_len	tx_len
YNL151C	chrXIV	-	347765	348521	756	756	1031.0
YNL149C	chrXIV	-	349366	349756	390	390	604.0
YNL148C	chrXIV	-	349906	350671	765	765	1015.0
YNL147W	chrXIV	+	350939	351383	444	348	538.0
YNL146C-A	chrXIV	-	351385	351580	195	195	679.0
YNL146W	chrXIV	+	351714	352017	303	303	553.0
YNL145W	chrXIV	+	352413	352530	117	117	330.0
YNL144C	chrXIV	-	352819	355042	2223	2223	2287.0
YNL143C	chrXIV	-	356793	357186	393	393	643.0
YNL142W	chrXIV	+	357452	358952	1500	1500	1904.0
YNL141W	chrXIV	+	359595	360639	1044	1044	1225.0
YNL140C	chrXIV	-	360916	361486	570	570	820.0
YNL139C	chrXIV	-	360923	365717	4794	4794	5066.0
YNL138W-A	chrXIV	+	366032	366412	380	258	504.0
YNL138W	chrXIV	+	366740	368321	1581	1581	1799.0
YNL137C	chrXIV	-	368594	370055	1461	1461	1774.0
YNL136W	chrXIV	+	370367	371645	1278	1278	1414.0
YNL135C	chrXIV	-	371881	372226	345	345	585.0
YNL134C	chrXIV	-	372450	373581	1131	1131	1275.0
YNL133C	chrXIV	-	374170	374692	522	522	667.0
YNL132W	chrXIV	+	375320	378491	3171	3171	3349.0
YNL131W	chrXIV	+	378766	379225	459	459	835.0
YNL130C	chrXIV	-	379557	380831	1274	1182	1427.0
YNL130C-A	chrXIV	-	381244	381391	147	147	397.0
YNL129W	chrXIV	+	381479	382202	723	723	903.0
YNL128W	chrXIV	+	382358	383663	1305	1305	1555.0
YNL127W	chrXIV	+	383986	386848	2862	2862	3181.0
YNL126W	chrXIV	+	387226	389767	2541	2541	2730.0
YNL125C	chrXIV	-	390145	392167	2022	2022	2348.0
YNL124W	chrXIV	+	392891	394370	1479	1479	1812.0
YNL123W	chrXIV	+	394684	397678	2994	2994	3135.0
YNL122C	chrXIV	-	398022	398370	348	348	523.0
YNL121C	chrXIV	-	398683	400537	1854	1854	2138.0
YNL119W	chrXIV	+	401039	402521	1482	1482	1647.0
YNL118C	chrXIV	-	402651	405564	2913	2913	3134.0
YNL117W	chrXIV	+	406357	408022	1665	1665	1915.0
YNL116W	chrXIV	+	408340	409909	1569	1569	1793.0
YNL115C	chrXIV	-	410118	412053	1935	1935	2123.0
YNL113W	chrXIV	+	412770	413199	429	429	721.0
YNL112W	chrXIV	+	413638	416281	2643	1641	1810.0
YNL111C	chrXIV	-	416939	417302	363	363	875.0
YNL110C	chrXIV	-	417825	418488	663	663	842.0
YNL108C	chrXIV	-	419013	419826	813	813	997.0
YNL107W	chrXIV	+	420097	420778	681	681	932.0
YNL106C	chrXIV	-	420943	424495	3552	3552	3764.0
YNL104C	chrXIV	-	424894	426754	1860	1860	2154.0
YNL103W	chrXIV	+	427734	429753	2019	2019	2270.0
YNL102W	chrXIV	+	430086	434493	4407	4407	4585.0
YNL101W	chrXIV	+	434998	437140	2142	2142	2607.0
YNL100W	chrXIV	+	437612	438317	705	705	871.0
YNL099C	chrXIV	-	438566	439283	717	717	1046.0
YNL098C	chrXIV	-	439601	440570	969	969	1325.0
YNL097C-B	chrXIV	-	440796	440919	123	123	332.0
YNL097C	chrXIV	-	441365	442358	993	993	1280.0
YNL096C	chrXIV	-	443397	444315	918	573	836.0
YNL095C	chrXIV	-	444911	446840	1929	1929	2434.0
YNL094W	chrXIV	+	447610	449374	1764	1764	2246.0
YNL093W	chrXIV	+	449867	450530	663	663	913.0
YNL092W	chrXIV	+	450870	452073	1203	1203	1453.0
YNL091W	chrXIV	+	452407	456130	3723	3723	3925.0
YNL090W	chrXIV	+	456564	457143	579	579	1100.0
YNL088W	chrXIV	+	457703	461990	4287	4287	4505.0
YNL087W	chrXIV	+	462410	465947	3537	3537	3887.0
YNL086W	chrXIV	+	466333	466642	309	309	647.0
YNL085W	chrXIV	+	467130	469623	2493	2493	3044.0
YNL084C	chrXIV	-	470052	471102	1050	1050	1192.0
YNL083W	chrXIV	+	471376	472861	1485	1485	1812.0
YNL082W	chrXIV	+	473390	476012	2622	2622	2752.0
YNL081C	chrXIV	-	476187	476619	432	432	695.0
YNL080C	chrXIV	-	476931	478032	1101	1101	1417.0
YNL079C	chrXIV	-	478565	479165	600	600	818.0
YNL078W	chrXIV	+	479767	480991	1224	1224	1498.0
YNL077W	chrXIV	+	481390	482977	1587	1587	1822.0
YNL076W	chrXIV	+	483555	485310	1755	1755	2074.0
YNL075W	chrXIV	+	485606	486479	873	873	1051.0
YNL074C	chrXIV	-	486765	488124	1359	1359	1709.0
YNL073W	chrXIV	+	488385	490116	1731	1731	1823.0
YNL072W	chrXIV	+	490316	491240	924	924	1018.0
YNL071W	chrXIV	+	491522	492971	1449	1449	1686.0
YNL070W	chrXIV	+	493365	493548	183	183	373.0
YNL069C	chrXIV	-	493955	495001	1046	597	768.0
YNL068C	chrXIV	-	495700	498289	2589	2589	2943.0
YNL067W-B	chrXIV	+	499416	499557	141	141	391.0
YNL067W	chrXIV	+	499680	500256	576	576	917.0
YNL066W	chrXIV	+	501514	502777	1263	1263	2053.0
YNL065W	chrXIV	+	503723	505484	1761	1761	1976.0
YNL064C	chrXIV	-	505867	507097	1230	1230	1547.0
YNL063W	chrXIV	+	507757	508702	945	945	1185.0
YNL062C	chrXIV	-	508775	510212	1437	1437	1678.0
YNL061W	chrXIV	+	510539	512396	1857	1857	2047.0
YNL059C	chrXIV	-	512667	514935	2268	2268	2556.0
YNL058C	chrXIV	-	515762	516713	951	951	1125.0
YNL056W	chrXIV	+	517248	517842	594	594	981.0
YNL055C	chrXIV	-	517993	518845	852	852	1028.0
YNL054W	chrXIV	+	526085	529583	3498	3498	3825.0
YNL053W	chrXIV	+	529941	531411	1470	1470	1700.0
YNL052W	chrXIV	+	531724	532186	462	462	779.0
YNL051W	chrXIV	+	532658	533870	1212	1212	1358.0
YNL050C	chrXIV	-	534078	534982	904	813	962.0
YNL049C	chrXIV	-	535280	537911	2631	2631	2837.0
YNL048W	chrXIV	+	538172	539819	1647	1647	1765.0
YNL047C	chrXIV	-	539910	541881	1971	1971	2231.0
YNL046W	chrXIV	+	542303	542822	519	519	657.0
YNL045W	chrXIV	+	542962	544978	2016	2016	2236.0
YNL044W	chrXIV	+	545267	545877	610	531	825.0
YNL042W-B	chrXIV	+	547112	547370	258	258	508.0
YNL042W	chrXIV	+	548099	549290	1191	1191	1456.0
YNL041C	chrXIV	-	549467	551987	2520	2520	2740.0
YNL040C-A	chrXIV	-	552477	552558	81	81	331.0
YNL040W	chrXIV	+	553379	554750	1371	1371	1634.0
YNL039W	chrXIV	+	555047	556832	1785	1785	1900.0
YNL038W	chrXIV	+	557019	557783	764	690	806.0
YNL037C	chrXIV	-	557919	559002	1083	1083	1345.0
YNL036W	chrXIV	+	559813	560479	666	666	828.0
YNL035C	chrXIV	-	568521	569691	1170	1170	1437.0
YNL034W	chrXIV	+	570476	572315	1839	1839	2089.0
YNL033W	chrXIV	+	572998	573853	855	855	1105.0
YNL032W	chrXIV	+	574505	575351	846	846	1104.0
YNL031C	chrXIV	-	575639	576050	411	411	703.0
YNL030W	chrXIV	+	576726	577038	312	312	527.0
YNL029C	chrXIV	-	577204	578773	1569	1569	1727.0
YNL027W	chrXIV	+	579579	581616	2037	2037	2314.0
YNL026W	chrXIV	+	581919	583374	1455	1455	1590.0
YNL025C	chrXIV	-	584319	585291	972	972	2005.0
YNL024C-A	chrXIV	-	586601	586820	219	219	567.0
YNL024C	chrXIV	-	587106	587847	741	741	865.0
YNL023C	chrXIV	-	588262	591160	2898	2898	3158.0
YNL022C	chrXIV	-	591426	592899	1473	1473	1670.0
YNL021W	chrXIV	+	593226	595347	2121	2121	2469.0
YNL020C	chrXIV	-	595622	597539	1917	1917	2197.0
YNL019C	chrXIV	-	598375	599230	855	855	1105.0
YNL018C	chrXIV	-	599935	601774	1839	1839	2089.0
YNL016W	chrXIV	+	602906	604268	1362	1362	1960.0
YNL015W	chrXIV	+	605383	605611	228	228	455.0
YNL014W	chrXIV	+	606318	609453	3135	3135	3385.0
YNL012W	chrXIV	+	609685	611665	1980	1896	2146.0
YNL011C	chrXIV	-	611835	613170	1335	1335	1680.0
YNL010W	chrXIV	+	613634	614360	726	726	948.0
YNL009W	chrXIV	+	614820	616083	1263	1263	1086.0
YNL008C	chrXIV	-	616210	618241	2031	2031	2118.0
YNL007C	chrXIV	-	618506	619565	1059	1059	1281.0
YNL006W	chrXIV	+	620066	620978	912	912	1307.0
YNL005C	chrXIV	-	621312	622428	1116	1116	1337.0
YNL004W	chrXIV	+	622914	624621	1707	1365	1554.0
YNL003C	chrXIV	-	624974	625829	855	855	1354.0
YNL002C	chrXIV	-	626173	627142	969	969	1133.0
YNL001W	chrXIV	+	627455	628616	1161	1161	1347.0
YNR001C	chrXIV	-	629621	631061	1440	1440	1822.0
YNR002C	chrXIV	-	633007	633856	849	849	1099.0
YNR003C	chrXIV	-	634343	635297	954	954	1455.0
YNR004W	chrXIV	+	635942	636383	441	441	881.0
YNR006W	chrXIV	+	636985	638854	1869	1869	2058.0
YNR007C	chrXIV	-	639181	640114	933	933	1294.0
YNR008W	chrXIV	+	640395	642381	1986	1986	2279.0
YNR009W	chrXIV	+	642689	643439	750	750	976.0
YNR010W	chrXIV	+	643743	644193	450	450	575.0
YNR011C	chrXIV	-	644319	646950	2631	2631	2816.0
YNR012W	chrXIV	+	647431	648937	1506	1506	1663.0
YNR013C	chrXIV	-	649027	651712	2685	2685	2814.0
YNR014W	chrXIV	+	652464	653103	639	639	859.0
YNR015W	chrXIV	+	653386	654541	1155	1155	1268.0
YNR016C	chrXIV	-	654672	661374	6702	6702	7346.0
YNR017W	chrXIV	+	662912	663581	669	669	1172.0
YNR018W	chrXIV	+	664269	664944	675	675	880.0
YNR019W	chrXIV	+	665338	667267	1929	1929	2091.0
YNR020C	chrXIV	-	667409	668222	813	813	815.0
YNR021W	chrXIV	+	668376	669591	1215	1215	1489.0
YNR022C	chrXIV	-	669773	670193	420	420	566.0
YNR023W	chrXIV	+	670417	672118	1701	1701	1836.0
YNR024W	chrXIV	+	672408	672969	561	561	698.0
YNR026C	chrXIV	-	673273	674689	1416	1416	1799.0
YNR027W	chrXIV	+	674922	675876	954	954	1281.0
YNR028W	chrXIV	+	676176	677103	927	927	1084.0
YNR029C	chrXIV	-	677198	678488	1290	1290	1459.0
YNR030W	chrXIV	+	678798	680454	1656	1656	1892.0
YNR031C	chrXIV	-	680693	685433	4740	4740	5131.0
YNR032W	chrXIV	+	686009	687116	1107	1107	1335.0
YNR032C-A	chrXIV	-	687242	687464	222	222	397.0
YNR033W	chrXIV	+	687634	689998	2364	2364	2435.0
YNR034W	chrXIV	+	690320	691286	966	966	1317.0
YNR034W-A	chrXIV	+	692560	692857	297	297	547.0
YNR035C	chrXIV	-	693018	694047	1029	1029	1127.0
YNR036C	chrXIV	-	694360	694822	462	462	635.0
YNR037C	chrXIV	-	695051	695327	276	276	403.0
YNR038W	chrXIV	+	695594	697484	1890	1890	2042.0
YNR039C	chrXIV	-	697613	699431	1818	1818	1922.0
YNR040W	chrXIV	+	699689	700460	771	771	837.0
YNR041C	chrXIV	-	700540	701659	1119	1119	1188.0
YNR043W	chrXIV	+	701894	703085	1191	1191	1387.0
YNR044W	chrXIV	+	703698	705876	2178	2178	2288.0
YNR045W	chrXIV	+	706138	707608	1470	1470	1544.0
YNR046W	chrXIV	+	707787	708195	408	408	604.0
YNR047W	chrXIV	+	708522	711204	2682	2682	2997.0
YNR048W	chrXIV	+	711629	712811	1182	1182	1429.0
YNR049C	chrXIV	-	713022	713655	633	633	998.0
YNR050C	chrXIV	-	714047	715388	1341	1341	1539.0
YNR051C	chrXIV	-	716779	718327	1548	1548	2730.0
YNR052C	chrXIV	-	719345	720647	1302	1302	1475.0
YNR053C	chrXIV	-	721119	723112	1993	1461	1685.0
YNR054C	chrXIV	-	723355	724306	951	951	1161.0
YNR055C	chrXIV	-	728425	730186	1761	1761	2420.0
YNR056C	chrXIV	-	731617	733303	1686	1686	1936.0
YNR057C	chrXIV	-	733355	734069	714	714	570.0
YNR058W	chrXIV	+	734290	735733	1443	1443	1693.0
YNR059W	chrXIV	+	736802	738545	1743	1743	2047.0
YNR060W	chrXIV	+	739950	742110	2160	2160	2410.0
YNR061C	chrXIV	-	742880	743540	660	660	1065.0
YNR062C	chrXIV	-	744359	745343	984	984	1234.0
YNR063W	chrXIV	+	746942	748766	1824	1824	2074.0
YNR064C	chrXIV	-	749135	750008	873	873	1123.0
YNR065C	chrXIV	-	750349	753700	3351	3351	3601.0
YNR066C	chrXIV	-	753724	755035	1311	1311	1561.0
YNR067C	chrXIV	-	755745	759099	3354	3354	3556.0
YNR068C	chrXIV	-	760066	760885	819	819	1069.0
YNR069C	chrXIV	-	761122	762592	1470	1470	1720.0
YNR070W	chrXIV	+	765374	769376	4002	4002	4252.0
YNR071C	chrXIV	-	770439	771468	1029	1029	1279.0
YNR072W	chrXIV	+	772656	774351	1695	1695	1945.0
YNR073C	chrXIV	-	774791	776300	1509	1509	1759.0
YNR074C	chrXIV	-	777601	778738	1137	1137	1720.0
YNR075W	chrXIV	+	779915	781040	1125	1125	1385.0
YNR075C-A	chrXIV	-	781510	781603	93	93	343.0
YNR076W	chrXIV	+	781917	782280	363	363	613.0
YNR077C	chrXIV	-	783286	783541	255	255	505.0
YOL166W-A	chrXV	+	584	740	156	156	406.0
YOL165C	chrXV	-	1646	2078	432	432	682.0
YOL164W-A	chrXV	+	4129	4312	183	183	433.0
YOL164W	chrXV	+	6174	8115	1941	1941	2365.0
YOL163W	chrXV	+	9596	10106	510	510	760.0
YOL162W	chrXV	+	10118	10766	648	648	898.0
YOL161C	chrXV	-	11548	11911	363	363	613.0
YOL160W	chrXV	+	14312	14654	342	342	592.0
YOL159C-A	chrXV	-	15232	15505	273	273	893.0
YOL159C	chrXV	-	17280	17796	516	516	589.0
YOL158C	chrXV	-	19490	21311	1821	1821	2179.0
YOL157C	chrXV	-	22524	24294	1770	1770	1915.0
YOL156W	chrXV	+	25272	26976	1704	1704	1954.0
YOL155W-A	chrXV	+	27083	27218	135	135	385.0
YOL155C	chrXV	-	28702	31606	2904	2904	3154.0
YOL154W	chrXV	+	34657	35407	750	750	1000.0
YOL152W	chrXV	+	40747	42610	1863	1863	2113.0
YOL151W	chrXV	+	43693	44722	1029	1029	1106.0
YOL149W	chrXV	+	44937	45633	696	696	862.0
YOL148C	chrXV	-	45759	47574	1815	1815	1949.0
YOL147C	chrXV	-	47932	48643	711	711	879.0
YOL146W	chrXV	+	48863	49448	585	585	659.0
YOL145C	chrXV	-	49554	52788	3234	3234	3428.0
YOL144W	chrXV	+	53097	54552	1455	1455	1547.0
YOL143C	chrXV	-	54594	55104	510	510	626.0
YOL142W	chrXV	+	55557	56280	723	723	807.0
YOL141W	chrXV	+	56451	58539	2088	2088	2355.0
YOL140W	chrXV	+	58758	60030	1272	1272	1309.0
YOL139C	chrXV	-	60382	61024	642	642	837.0
YOL138C	chrXV	-	61324	65350	4026	4026	4109.0
YOL137W	chrXV	+	65620	67114	1494	1494	1807.0
YOL136C	chrXV	-	67560	68754	1194	1194	1798.0
YOL135C	chrXV	-	69375	70044	669	669	863.0
YOL133W	chrXV	+	70324	70690	366	366	755.0
YOL132W	chrXV	+	71299	72715	1416	1416	1666.0
YOL131W	chrXV	+	73030	73357	327	327	577.0
YOL130W	chrXV	+	74399	76979	2580	2580	3238.0
YOL129W	chrXV	+	77559	78114	555	555	722.0
YOL128C	chrXV	-	78351	79479	1128	1128	1330.0
YOL127W	chrXV	+	80347	81190	843	429	533.0
YOL126C	chrXV	-	81786	82920	1134	1134	1449.0
YOL125W	chrXV	+	83833	85264	1431	1431	1916.0
YOL124C	chrXV	-	85455	86757	1302	1302	1516.0
YOL123W	chrXV	+	87843	89448	1605	1605	2136.0
YOL122C	chrXV	-	89691	91419	1728	1728	1986.0
YOL121C	chrXV	-	92025	92850	825	435	512.0
YOL120C	chrXV	-	93394	94402	1008	561	711.0
YOL119C	chrXV	-	94855	96361	1506	1506	1721.0
YOL118C	chrXV	-	96607	96916	309	309	559.0
YOL117W	chrXV	+	97550	99488	1938	1938	2226.0
YOL116W	chrXV	+	99808	100957	1149	1149	1512.0
YOL115W	chrXV	+	101474	103229	1755	1755	1932.0
YOL114C	chrXV	-	103316	103925	609	609	859.0
YOL113W	chrXV	+	104325	106293	1968	1968	2240.0
YOL112W	chrXV	+	106709	108188	1479	1479	1739.0
YOL111C	chrXV	-	108257	108896	639	639	873.0
YOL110W	chrXV	+	109175	109889	714	714	915.0
YOL109W	chrXV	+	110296	110638	342	342	593.0
YOL108C	chrXV	-	111430	111886	456	456	723.0
YOL107W	chrXV	+	112101	113130	1029	1029	1337.0
YOL105C	chrXV	-	114137	115808	1671	1671	2074.0
YOL104C	chrXV	-	116395	117454	1059	1059	1817.0
YOL103W	chrXV	+	124000	125830	1830	1830	2229.0
YOL102C	chrXV	-	125996	126689	693	693	821.0
YOL101C	chrXV	-	126981	127920	939	939	1056.0
YOL100W	chrXV	+	129236	132482	3246	3246	3554.0
YOL098C	chrXV	-	132724	135838	3114	3114	3472.0
YOL097W-A	chrXV	+	136219	136405	186	186	436.0
YOL097C	chrXV	-	136526	137825	1299	1299	1524.0
YOL096C	chrXV	-	138106	139045	939	939	1080.0
YOL095C	chrXV	-	139226	141347	2121	2121	2238.0
YOL094C	chrXV	-	141583	142555	972	972	1075.0
YOL093W	chrXV	+	142814	143696	882	882	1056.0
YOL092W	chrXV	+	144203	145130	927	927	1010.0
YOL091W	chrXV	+	145333	147163	1830	1830	2080.0
YOL090W	chrXV	+	147381	150276	2895	2895	3044.0
YOL089C	chrXV	-	150397	153490	3093	3093	3305.0
YOL088C	chrXV	-	153911	154745	834	834	1054.0
YOL087C	chrXV	-	155286	158637	3351	3351	3894.0
YOL086W-A	chrXV	+	159172	159445	273	273	416.0
YOL085C	chrXV	-	161672	162014	342	342	592.0
YOL084W	chrXV	+	162355	165331	2976	2976	3226.0
YOL083W	chrXV	+	165713	166952	1239	1239	1489.0
YOL082W	chrXV	+	168726	169974	1248	1248	1413.0
YOL081W	chrXV	+	171069	180309	9240	9240	9320.0
YOL080C	chrXV	-	180557	181427	870	870	1078.0
YOL078W	chrXV	+	181681	185212	3531	3531	3629.0
YOL077W-A	chrXV	+	185437	185644	207	207	454.0
YOL077C	chrXV	-	185847	186723	876	876	1061.0
YOL076W	chrXV	+	187023	189414	2391	2391	2566.0
YOL075C	chrXV	-	189657	193542	3885	3885	4203.0
YOL073C	chrXV	-	193831	194800	969	969	1053.0
YOL072W	chrXV	+	194969	196337	1368	1368	1507.0
YOL071W	chrXV	+	196506	196995	489	489	655.0
YOL070C	chrXV	-	197219	198725	1506	1506	1726.0
YOL069W	chrXV	+	198941	200297	1356	1356	1525.0
YOL068C	chrXV	-	200367	201879	1512	1512	1762.0
YOL067C	chrXV	-	201984	202518	534	534	805.0
YOL066C	chrXV	-	202695	204471	1776	1776	1897.0
YOL065C	chrXV	-	204730	205885	1155	1155	1324.0
YOL064C	chrXV	-	206102	207176	1074	1074	1215.0
YOL063C	chrXV	-	207391	210265	2874	2874	2997.0
YOL062C	chrXV	-	210519	211995	1476	1476	1581.0
YOL061W	chrXV	+	212243	213734	1491	1491	1710.0
YOL060C	chrXV	-	214016	216137	2121	2121	3224.0
YOL059W	chrXV	+	217125	218448	1323	1323	1589.0
YOL058W	chrXV	+	219210	220473	1263	1263	1476.0
YOL057W	chrXV	+	220766	222902	2136	2136	2353.0
YOL056W	chrXV	+	223267	224179	912	912	1161.0
YOL055C	chrXV	-	224419	226075	1656	1656	1814.0
YOL054W	chrXV	+	228613	229834	1221	1221	1490.0
YOL053W	chrXV	+	230084	231272	1188	1188	1253.0
YOL052C-A	chrXV	-	231569	231755	186	186	436.0
YOL052C	chrXV	-	232445	233636	1191	1191	1387.0
YOL051W	chrXV	+	234939	238185	3246	3246	3660.0
YOL049W	chrXV	+	238618	240094	1476	1476	1632.0
YOL048C	chrXV	-	240203	241310	1107	1029	1181.0
YOL047C	chrXV	-	241613	242747	1134	1071	1321.0
YOL045W	chrXV	+	243496	246802	3306	3306	3941.0
YOL044W	chrXV	+	247149	248301	1152	1152	1280.0
YOL043C	chrXV	-	248391	249534	1143	1143	1350.0
YOL042W	chrXV	+	249824	250916	1092	1092	1450.0
YOL041C	chrXV	-	251266	252646	1380	1380	1598.0
YOL040C	chrXV	-	253148	253577	429	429	589.0
YOL039W	chrXV	+	254296	254617	321	321	543.0
YOL038C-A	chrXV	-	254925	255021	96	96	340.0
YOL038W	chrXV	+	255336	256101	765	765	921.0
YOL036W	chrXV	+	256744	259030	2286	2286	2536.0
YOL034W	chrXV	+	259922	263204	3282	3282	3388.0
YOL033W	chrXV	+	263474	265085	1611	1611	1813.0
YOL032W	chrXV	+	265428	266169	741	741	923.0
YOL031C	chrXV	-	266263	267529	1266	1266	1443.0
YOL030W	chrXV	+	268186	269641	1455	1455	1705.0
YOL029C	chrXV	-	269814	270420	606	606	856.0
YOL028C	chrXV	-	270632	271370	738	738	1871.0
YOL027C	chrXV	-	272002	273724	1722	1722	1988.0
YOL026C	chrXV	-	274011	274353	342	342	562.0
YOL025W	chrXV	+	274956	276939	1983	1983	2080.0
YOL024W	chrXV	+	277085	277604	519	519	769.0
YOL023W	chrXV	+	278055	280086	2031	2031	2202.0
YOL022C	chrXV	-	280271	281498	1227	1227	1361.0
YOL021C	chrXV	-	282420	285426	3006	3006	3157.0
YOL020W	chrXV	+	286171	287950	1779	1779	2081.0
YOL019W-A	chrXV	+	288419	288572	153	153	403.0
YOL019W	chrXV	+	288897	290553	1656	1656	2019.0
YOL018C	chrXV	-	290880	292074	1194	1194	1473.0
YOL017W	chrXV	+	292528	294673	2145	2145	2351.0
YOL016C	chrXV	-	294776	296120	1344	1344	1493.0
YOL015W	chrXV	+	297077	298838	1761	1761	2565.0
YOL014W	chrXV	+	299692	300067	375	375	813.0
YOL013C	chrXV	-	301379	303035	1656	1656	1868.0
YOL012C	chrXV	-	303578	303983	405	405	723.0
YOL011W	chrXV	+	305348	307409	2061	2061	3091.0
YOL010W	chrXV	+	307937	309041	1104	1104	1290.0
YOL009C	chrXV	-	309323	310139	816	816	892.0
YOL008W	chrXV	+	310311	310935	624	624	816.0
YOL007C	chrXV	-	311341	312367	1026	1026	1460.0
YOL006C	chrXV	-	313077	315387	2310	2310	2595.0
YOL005C	chrXV	-	315812	316175	363	363	562.0
YOL004W	chrXV	+	316937	321548	4611	4611	4950.0
YOL003C	chrXV	-	321857	322994	1137	1137	1270.0
YOL002C	chrXV	-	323410	324364	954	954	1100.0
YOL001W	chrXV	+	325248	326130	882	882	1464.0
YOR001W	chrXV	+	326831	329033	2202	2202	2371.0
YOR002W	chrXV	+	329416	331051	1635	1635	2093.0
YOR003W	chrXV	+	331454	332891	1437	1437	754.0
YOR004W	chrXV	+	333591	334356	765	765	1000.0
YOR005C	chrXV	-	334508	337343	2835	2835	2028.0
YOR006C	chrXV	-	337679	338621	942	942	1120.0
YOR007C	chrXV	-	338937	339978	1041	1041	1328.0
YOR008C	chrXV	-	341277	342414	1137	1137	1699.0
YOR008C-A	chrXV	-	342856	343081	225	225	475.0
YOR009W	chrXV	+	344334	345798	1464	1464	1714.0
YOR010C	chrXV	-	346194	346950	756	756	1006.0
YOR011W	chrXV	+	349678	353863	4185	4185	4086.0
YOR011W-A	chrXV	+	355651	355858	207	207	457.0
YOR012W	chrXV	+	356542	356956	414	414	772.0
YOR014W	chrXV	+	357673	359947	2274	2274	3028.0
YOR015W	chrXV	+	359992	360352	360	360	610.0
YOR016C	chrXV	-	360460	361084	624	624	919.0
YOR017W	chrXV	+	361411	363814	2403	2403	2594.0
YOR018W	chrXV	+	364368	366882	2514	2514	2704.0
YOR019W	chrXV	+	368126	370319	2193	2193	888.0
YOR020C	chrXV	-	370523	370844	321	321	460.0
YOR020W-A	chrXV	+	371684	371957	273	273	704.0
YOR021C	chrXV	-	372797	373439	642	642	1060.0
YOR022C	chrXV	-	373709	375857	2148	2148	2180.0
YOR023C	chrXV	-	376011	377712	1701	1701	1855.0
YOR025W	chrXV	+	378218	379562	1344	1344	1549.0
YOR026W	chrXV	+	379780	380806	1026	1026	1222.0
YOR027W	chrXV	+	381052	382822	1770	1770	1965.0
YOR028C	chrXV	-	383532	384420	888	888	1475.0
YOR029W	chrXV	+	384599	384935	336	336	586.0
YOR030W	chrXV	+	386824	388684	1860	1860	2807.0
YOR032C	chrXV	-	389770	391075	1305	1305	1555.0
YOR032W-A	chrXV	+	392175	392376	201	201	451.0
YOR033C	chrXV	-	392415	394524	2109	2109	2349.0
YOR034C	chrXV	-	394836	397086	2250	2250	2653.0
YOR034C-A	chrXV	-	397425	397668	243	243	493.0
YOR035C	chrXV	-	397734	400104	2370	2370	2585.0
YOR036W	chrXV	+	400347	401214	867	867	944.0
YOR037W	chrXV	+	401554	402655	1101	1101	1201.0
YOR038C	chrXV	-	402760	405388	2628	2628	2775.0
YOR039W	chrXV	+	405767	406544	777	777	1227.0
YOR040W	chrXV	+	407063	407921	858	858	1245.0
YOR042W	chrXV	+	408424	409660	1236	1236	1493.0
YOR043W	chrXV	+	410869	412330	1461	1461	2055.0
YOR044W	chrXV	+	413006	413480	474	474	940.0
YOR045W	chrXV	+	413851	414037	186	186	442.0
YOR046C	chrXV	-	414458	415907	1449	1449	1549.0
YOR047C	chrXV	-	416346	417681	1335	1335	1656.0
YOR048C	chrXV	-	418629	421650	3021	3021	3319.0
YOR049C	chrXV	-	422667	423732	1065	1065	1315.0
YOR051C	chrXV	-	424845	426084	1239	1239	1506.0
YOR052C	chrXV	-	426771	427224	453	453	854.0
YOR054C	chrXV	-	427832	429857	2025	2025	2244.0
YOR056C	chrXV	-	430246	431626	1380	1380	1516.0
YOR057W	chrXV	+	432185	433373	1188	1188	1330.0
YOR058C	chrXV	-	433687	436345	2658	2658	3135.0
YOR059C	chrXV	-	438905	440258	1353	1353	1603.0
YOR060C	chrXV	-	440389	441163	774	774	1065.0
YOR061W	chrXV	+	441533	442553	1020	1020	1402.0
YOR062C	chrXV	-	442724	443531	807	807	927.0
YOR063W	chrXV	+	444685	445849	1164	1164	1304.0
YOR064C	chrXV	-	446078	446738	660	660	796.0
YOR065W	chrXV	+	447438	448368	930	930	1791.0
YOR066W	chrXV	+	449435	451325	1890	1890	2213.0
YOR067C	chrXV	-	451728	453462	1734	1734	1873.0
YOR069W	chrXV	+	453767	455795	2028	2028	2271.0
YOR068C	chrXV	-	453868	454213	345	345	595.0
YOR070C	chrXV	-	455906	457820	1914	1914	2117.0
YOR071C	chrXV	-	459479	461276	1797	1797	2995.0
YOR072W	chrXV	+	461501	461816	315	315	565.0
YOR072W-B	chrXV	+	464468	464630	162	162	412.0
YOR073W	chrXV	+	464770	466543	1773	1773	1954.0
YOR074C	chrXV	-	466674	467589	915	915	1077.0
YOR075W	chrXV	+	468211	469252	1041	1041	1111.0
YOR076C	chrXV	-	469376	471620	2244	2244	2372.0
YOR077W	chrXV	+	471898	472597	699	699	1577.0
YOR078W	chrXV	+	472724	473369	645	645	895.0
YOR079C	chrXV	-	473474	474416	942	942	1110.0
YOR080W	chrXV	+	474593	476792	2199	2199	2377.0
YOR081C	chrXV	-	476938	479188	2250	2250	2419.0
YOR083W	chrXV	+	479532	480420	888	888	1200.0
YOR084W	chrXV	+	480586	481750	1164	1164	1414.0
YOR085W	chrXV	+	482032	483085	1053	1053	1216.0
YOR086C	chrXV	-	483218	486779	3561	3561	3871.0
YOR087W	chrXV	+	487706	489734	2028	2028	2211.0
YOR089C	chrXV	-	490195	490828	633	633	1000.0
